zone,Name,Percent_e,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24
BE,Belgium,0.17,0.1918307711138743,0.0440732733718776,0.0370677700698005,0.1219820237230002,0.4916038341001086,1.0950263734398271,0.8580526867106192,1.1972361710785016,0.7985355759968361,0.973823037959787,0.6165153063365688,0.4674263403303557,0.16415605369458033,0.0,0.037365512282216816,0.1122496847826796,0.3865155650086784,0.9045715325440965,0.7145822267761212,1.0994325793766844,0.835722996427988,0.9228783233414868,0.5676414161737656,0.4727546877227755
BG,Bulgaria,0.02,0.0010614514394904,0.0011419571659605,0.0010763387696294,0.0014106377813083,0.0017741386190077,0.0017885962625026,0.0016123238318524,0.0021582578834378,0.0021517173369779,0.0018548772718466,0.0015194016879115,0.0011364214908615,0.00016934879371991043,0.0001814248058495946,0.00017108202869375275,0.00022512320346506671,0.0002844247974187533,0.0002869273768279206,0.0002591675846335195,0.00034593824548823885,0.0003431998908748236,0.00029510169753852654,0.00024300083661609817,0.0001813893730977112
CZ,Czechia,0.09,0.0500470161946331,0.029112399290679,0.0993980007712254,0.3348844376745802,0.5208499323824269,0.2636304713226471,0.1140206190996289,0.0193375567206833,0.0,0.0,0.0,0.0029989064454836,0.040574139634766936,0.0,0.06332711740228125,0.28693103895830724,0.5158042946321277,0.3409506230528035,0.11690152885557586,0.0162431272446,0.0,0.0,0.0,0.0029984363877205455
DE,Germany,0.1,0.3709209541902457,0.3151917954938201,0.3047542395329286,0.8069964756151088,1.4222647830870396,1.8382018154547848,1.232610634254258,1.2230498761058408,0.740805348563951,0.8110519989166854,0.5007969355191988,0.4497910568260818,0.3982874274070833,0.2660280933071313,0.29439527069281235,0.935713023091815,1.6126589313669955,2.080674692826665,1.3678990110101161,1.3860881149577018,0.9111537568010797,0.770624344504247,0.5000125951303358,0.49160154930787076
EE,Estonia,0.35,1.02429138061031,0.8151795725216565,1.1561810961595047,1.5541671227996652,3.0431641834057324,5.35513538861894,5.747045768635672,4.590720005946395,3.241243756964214,3.686058248811068,2.4614416223537887,1.4269024587597616,0.9496036015809401,0.7936467407085179,1.147920805080379,1.5370023221746765,3.015388070198775,5.04073040419903,5.593606394233641,4.360469834712814,2.7799396806162617,3.475457765416539,2.2626128687835387,1.2124020257577095
IE,Ireland,0.51,0.3414251163785727,0.2913333837861878,0.353230036997233,0.4469024991939902,0.4545910959243683,0.4353286843852475,0.3969336121674604,0.6272317809012778,0.1961419201380352,0.4597573022549984,0.4194482375983989,0.2745650997210327,0.33781677583186576,0.29143841628927786,0.41859084163079496,0.385314412239899,0.5950142853250661,0.62398252804608,0.39471877096979696,0.7279836695551329,0.19029390413287547,0.5379068967080647,0.4004866129367203,0.32837387085168884
GR,Greece,0.57,0.0256835372605052,0.0065400444452569,0.0114820682285741,0.0190485293037014,0.0280244628176104,0.0191105530050664,0.0552972889046542,0.0919907824208239,0.2357619706519302,0.2062360839347913,0.1471101597170678,0.0764130099572199,0.022389466125474405,0.00019464746803237118,0.00952755308146242,0.022210318489253682,0.0315072812970994,0.020544412332861164,0.05561708309575735,0.08583396457682348,0.2264074355703291,0.19408199837332799,0.14173281176253066,0.07225151485766645
ES,Spain,0.27,0.2173690011581055,0.2380987621173267,0.1981565028670874,0.230040406946344,0.2359768400971778,0.2800908100123891,0.2863783602362595,0.2972234967872719,0.4163700722789193,0.3632245268712647,0.2844801814515457,0.185338156477177,0.08711373542012373,0.09238166135193886,0.10836050015589434,0.1995584370733056,0.1678755570392337,0.18391550125812758,0.1509410512894109,0.1471787126583289,0.26488746132172614,0.20607297956931625,0.17665000253088006,0.11760933329528567
FR,France,0.11,0.1006468408475287,0.0,0.0008613594060855,0.0,0.0,0.1435897162661559,0.1891586234651307,1.040516935375117,1.1554681445466406,0.9517595357414478,0.5481141018488408,0.2919963487118507,0.07392026265184685,0.0,0.0008674023795133083,0.0,0.0,0.0495472284725801,0.09131681735390647,0.7595388057692345,0.8868674641015196,0.6277814974866502,0.29278335382028753,0.19549222316249532
IT,Italy,0.16,0.4460363852423681,0.4839243275716229,0.5954397832256075,1.028387991360028,1.01458538103683,1.3267460062384504,1.0423341536962392,1.2657509604779875,1.040467792622117,1.0135122985232874,0.6888285287344247,0.4129855439289015,0.5003545196479915,0.4467469975145409,0.6494490396306994,0.9904363191815169,1.1984819650393397,1.5120133664121038,1.2296566342908772,1.4137555340528942,1.100516904818528,1.2355245931003638,0.7001720056969107,0.6283835095658147
HU,Hungary,0.08,0.0979404122033481,0.0867079618005436,0.1449269734631961,0.2436016059289477,0.3644343269113794,0.5977072548931246,0.5988237827936649,0.2244043955564514,0.1957975225076625,0.1078437548582907,0.0721264261117519,0.0504047733687087,0.05711962841055392,0.0334382654577808,0.10697387626113301,0.19439566007745818,0.3091843984020606,0.5172348154546078,0.5178977592448557,0.17488852574116134,0.1694618206380823,0.09000306913088008,0.05883047990502646,0.04157375133221431
NL,Netherlands,0.21,0.2443564283057135,0.2383654587093675,0.2265362883932909,0.2874889087381186,0.3882318990530271,0.9657663157748452,0.733443874248662,0.833223015703468,0.6443988517461773,0.6573288261464366,0.3981551653147175,0.3540989128808626,0.2153053554341512,0.17327610717561867,0.18998401218203373,0.4336319777692279,0.5531996354857852,0.8722329971518172,0.6240865374460387,0.9427214903200887,0.6485992948054744,0.6599111575295663,0.6420275016944073,0.32122320514200375
AT,Austria,0.13,0.2955392775119644,0.0,0.0032203917156117,0.1023373684982346,0.4393656587406905,1.0608793982704612,1.279712649537545,1.4178638151982803,1.1449750425692935,0.9656303000426836,0.7145502454170007,0.5017476858645497,0.2618377611987025,0.0,0.0021543207146882287,0.11663491664311852,0.5630423455674455,1.2593916678428945,1.3098893751012768,1.6465571529163199,1.3142405002626605,0.8859828336678756,0.7172886108255341,0.5154902126602535
