zone,Name,Percent_e,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24
BE,Belgium,0.17,2.1566846831106035e-05,0.0,0.0009380326324482,0.0,0.0,0.0,0.0003200950592819,0.150702138837501,0.2332127742737914,0.479620469442794,0.2070517663767446,0.0227042814933167,0.0007207981406127043,0.0,0.0010514593131739454,0.0,0.0,0.00024240800270017182,0.005249104301441757,0.36653823039031713,0.27901844188485986,0.48527516627281153,0.2170333826328542,0.06235037588280807
BG,Bulgaria,0.02,9.134857707785864e-05,9.886299963072951e-05,9.208083571331592e-05,0.000119688592678,0.0001504258154051,0.0001522191425878,0.0001371802387694,0.0001830209042331,0.000176900038676,0.0001536597549755,0.0001281630041764,9.662064400241668e-05,4.1852263082287677e-05,4.5174357878015096e-05,4.208764700386808e-05,5.483943996929285e-05,6.89206027663048e-05,6.987425108533078e-05,6.311349141938831e-05,8.431889089831965e-05,8.201449391488836e-05,7.142259170201742e-05,5.9399401221310995e-05,4.4407759967232736e-05
CZ,Czechia,0.09,0.0002380575543961,0.0,0.0020424817120909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029983831871322,0.00023753797248241544,0.0,0.0020416073418713545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002998378154102982
DE,Germany,0.1,0.0,0.0,0.0021340782223327,0.0,0.0,0.0,0.0,0.0,0.0,0.0554747416376183,0.0001246360164738,0.0020615285169252,0.0,0.0,0.0024270093482543988,0.0,0.0,0.004079263127177642,0.016554185637005562,0.03627348563956572,0.06959168824839237,0.053153777253051565,0.017706539302298492,0.003529453361918471
EE,Estonia,0.35,0.7196498429305191,0.8231115489437826,1.1633409424832746,1.5437563800999696,2.262946309322454,2.9628048557187268,2.526434040821591,1.7603031723263705,1.46033547489323,1.4580239627997402,1.0576901532380858,0.7779304274553204,0.7069511962958215,0.815857115222083,1.1562665466075894,1.5518830034548123,2.393041013166584,3.2707456299478856,3.0447744728262984,2.16096486848411,1.557222048109588,1.5139845781775858,1.0650052874099079,0.7829602464992284
IE,Ireland,0.51,0.2010553415932251,0.1690081689602867,0.279052043097539,0.4590207595598058,0.3003439729361482,0.3157878790841023,0.1880185939719076,0.4399912252028051,0.098305985594096,0.3100274509122861,0.3190029480480278,0.2010493453328045,0.1656136554227913,0.1296203699177051,0.23807788392219226,0.4054029508049759,0.24917919238458486,0.2730855972195528,0.18303808589546394,0.4178861604513442,0.08575330557674903,0.2901980642878349,0.30482854954202915,0.178637088804252
GR,Greece,0.57,0.0002122361478751,0.0,5.217724268833536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937557774079,0.00021087357507228885,0.0,5.056672765512678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004923371918539135
ES,Spain,0.27,0.0,0.0,0.0003087073577346,0.0004809955237769,4.465504756904229e-05,0.0003263629745629,0.0,0.0,0.0003734502282177,9.737145443986882e-05,0.000137356278989,0.000765990086948,0.0,0.0,0.0009357244007309773,0.0004346194273617571,1.5633202609182264e-05,0.0003281116477681941,0.0,0.0,0.0003293871981041345,0.0001091645168820778,0.0017402298724368969,0.0031985092096484162
FR,France,0.11,0.0,0.0,0.0003565132237281,0.0,0.0,0.0,0.0,0.0584601841252376,0.3036137883747246,0.4204445562544835,0.1351389839935833,0.0042315697535274,0.0,0.0,0.00035554585362849436,0.0,0.0,0.0,0.0,0.14733859672322547,0.2960255653181366,0.2963611580158548,0.06201782885973162,0.0010245727528281564
IT,Italy,0.16,0.0004540757462815,0.0,0.000412406437859,0.0597183219430794,0.0106187921252897,0.0088184266523923,0.0,0.0295393771347633,0.0932746493398146,0.2840323735295558,0.1560661779370328,0.0029317881578318,0.0004533294826712819,0.0,0.0018606758291515163,0.1907871630135427,0.0621466519875433,0.24637677825520438,0.0544601563108768,0.2890795568285647,0.2818107356151859,0.362934048857951,0.2429253015573783,0.024193270286118295
