Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24
0.35879407592699747,0.4134969048018969,0.35915152339529754,0.31954241390447424,0.5738747868222256,0.8450593229937683,0.5354652178488397,0.5560162477385694,0.3874893586698956,0.5003521350833755,0.5737027997452896,0.4001015548675175,0.32550563293087276,0.1267788978821709,0.1225230584749618,0.35400030863819976,0.7242429352521748,1.045128010732552,0.5408446081860016,0.5564279776783481,0.3829983458742935,0.4971161779430963,0.5677411016827504,0.46918060798869854
0.0006619742472288191,0.0008089643899493681,0.0008388776875850835,0.0007530641698209155,0.0009994714579267027,0.0009432780405267816,0.0008354332744163988,0.000713341926660763,0.0005770398666650416,0.0005587530399872709,0.0005999718931276959,0.0005300794189538224,0.0008974247380841495,0.0011010893952005754,0.001155505321092977,0.001047545239839399,0.0013924834837883472,0.0013125937187586356,0.0011534727381577676,0.000980654707786698,0.0007912932134537723,0.0007609595780137924,0.0008191347556133264,0.0007273342759722359
0.0736533878141544,0.0685314687207878,0.24264674275049156,0.40059798483296566,0.34465467225052043,0.1275199322639641,0.04336743839733419,0.001594086244848983,0.0,0.0,0.0,0.0030984294458128855,0.06714730786369717,0.056815840347113386,0.2888572616233439,0.6972578806499479,0.7891964645547597,0.2486290160872916,0.057235263436941734,0.004814490090356611,0.0,0.0,0.0,0.0030985532028921753
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5323191490260605,0.8144639498520679,0.7045571193748414,0.7107573810020608,0.7396696435170064,0.8210199280383617,0.5322744447007195,0.49951998988428936,0.2795481357838388,0.40729054117963814,0.45800796438261315,0.31470866903320466,0.5772814171673846,0.5759473491836834,0.7910931744381273,1.7916613697981267,2.3471495845463983,1.6674308412297663,0.6499937877443461,0.44473992620624353,0.28198987305186807,0.3732445670697837,0.3878587155972061,0.4683670464765541
1.8149032843272794,2.2654661733523094,3.659308479781134,4.106954254782702,4.61426051764415,4.03446909878266,3.1065039837037305,2.2840530255283236,1.4895733472565518,1.8218850034368554,1.5859623012995452,1.9132324767070676,1.7941507367029783,2.2427919704990398,3.6419416714294175,4.18113693331314,4.587065765237013,3.9694494938995635,2.883660283032651,2.121057547320471,1.3276147237713796,1.7833941099221167,1.563029492298531,1.8787887077294476
0.05353225282097549,0.021118983119479046,0.016621874033051338,0.014387727517914721,0.015857867890217116,0.020392740708245104,0.05232111868694188,0.06465748684301112,0.12617900663145332,0.09386115376121294,0.10264653772308431,0.08979997544945902,0.04915399183676888,0.01935841199377649,0.024362943767876125,0.048622586372258435,0.08586346830706809,0.09227077226928102,0.13454748732861324,0.15138711546029313,0.18439159116478498,0.16828016236847823,0.218192125181318,0.1417437531922254
0.20677826861208845,0.16900372758861829,0.11095496506924424,0.11159093346217297,0.0993191746824708,0.129826609997578,0.19298186474481563,0.2009185721604499,0.21861636447480925,0.24416927140943534,0.31402991589232815,0.23105092890113565,0.14308505047539474,0.1302953932293893,0.167092059317463,0.287069542890953,0.22518959720430723,0.21440666738196806,0.17901673689071823,0.15518566813261686,0.30903180979314226,0.23641396164760442,0.3392600125554899,0.18017096485226974
0.21925120452202232,9.986629085463321e-5,0.003542940358368444,0.0,0.09213213641842798,0.23503925110499846,0.1457772209735605,0.444252247383115,0.4757618631331096,0.5513399576313567,0.7287093848432304,0.4697856451098403,0.17437158631334906,0.0,0.0049144191691801705,0.0008125687544838698,0.00019333549461856574,0.14660524507518086,0.1141590804673919,0.2721079497405637,0.3461502255682895,0.3861795317901823,0.44531983764444794,0.32167849873587184
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5397194277861351,0.4625794243187112,0.9017599902002172,1.7466276413444173,1.4721639972230443,1.5536698231930033,1.0618322489143845,0.8266179709064299,0.6215466592217155,0.7566398514135793,1.003994167273517,0.6412106613217168,0.8219547561816624,0.9466818234550479,1.0957302669313926,1.5503822011355668,1.242855405466609,1.2881270026355558,0.9461501847443055,0.7040635932784275,0.6014783629843683,0.6302269135184504,0.7593701213518067,0.6761053154113806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21187844948883816,0.24595282637188984,0.47314360479505935,0.6560826134341567,0.6276396332620992,0.5659667102767022,0.2960487918757467,0.06946321647961616,0.05994972443005012,0.06544987595442874,0.061801242964112754,0.05485087749478624,0.14790686361965327,0.15053363085008353,0.45496217808605655,0.5593587222753699,0.5180440934038141,0.5126939200083807,0.2522267189022891,0.05722596897530188,0.04706254218563197,0.04853560630450741,0.046522932132253454,0.04992990494836654
0.22101757901310376,0.35239707953368943,0.31990736150303206,0.2977102012510726,0.33873716692258893,0.31714122006640594,0.25578941670357,0.41955689703870874,0.23241287369690097,0.3494616593134796,0.3241313603179227,0.17631179692020307,0.3680200110683183,0.3402809144315297,0.42729619025199234,0.7884414152620521,0.7417916391384978,0.9488112544428584,0.5515327976829351,0.35925647677308553,0.24126178080639196,0.29173748185873166,0.30916837104477674,0.3421137925313473
0.35043989259866415,0.0,0.008267939856584661,0.07699010318560463,0.27782095187877487,0.531127538210571,0.4946856187485383,0.37564884860972003,0.3875975800595231,0.37111800919026666,0.4593538558777346,0.43338688821736504,0.33236655106844776,0.0,0.010720123257878102,0.301226086609379,0.8330397961438759,1.0192533014288485,0.6803367040899155,0.4960813849592281,0.4178929950545783,0.533350146680398,0.6717056319948542,0.5589303565234037
