Biogas
0.145418708
0.031786159
0.354496489
0.304503088
4.618482892
0.011850335
0.080687677
0.192838564
0.676116332
0.049573654
1.203323093
0.047841127
0.02303124
0
0.053340751
0.247892514
0.125606956
0.192256701
0.049342986
0.01099694
0.016076831
0
0.10078482
1.636984192
0.011751858
0.023137266
0.004657523
0.031197744
