Intensity
1939.732301
2284.204973
2284.204973
1947.459263
2186.545
2828.785927
2104.611907
2177.996268
2186.545
2184.547199
2177.996268
2828.785927
2828.785927
1939.732301
2184.547199
1939.732301
2186.545
2040.357034
2177.996268
2284.204973
2184.547199
2184.547199
2050.113739
2039.677549
2284.204973
2284.204973
2284.204973
2039.677549
