22,25,30
920.931324,920.931324,920.931324
593.403361,593.403361,1079.380252
0,0,0
1070.172269,1070.172269,1070.172269
26654.73149,26654.73149,27258.10642
0,0,0
0,0,394.971324
3503.944538,3503.944538,3503.944538
13535.73529,13535.73529,13955.21008
533.694706,533.694706,562.853319
19988.06377,20866.66853,25035.63246
2475.92437,2475.92437,2475.92437
0,0,0
0,0,0
7124.20656,7124.20656,7124.20656
14789.7296,14789.7296,14789.7296
9738.834679,9738.834679,9738.834679
3932.05437,4002.648908,4923.447227
365.25,365.25,365.25
3375.293666,3375.293666,4657.044926
0,0,0
4445.164118,4445.164118,4814.066618
0,0,0
1787.330924,1825.820294,5441.437206
0,0,0
463.621954,463.621954,463.621954
0,0,0
33549.79832,33549.79832,33549.79832
0,0,0
