zone,Name,Percent_e,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24
BE,Belgium,0.17,0.2693987933362431,0.2666950487380007,0.099388136063251,0.128811389779702,0.4183132442636658,0.8607188216926633,0.7985341472929138,1.2185917553915004,0.8664780427631419,0.9756802963366532,0.6242335665272722,0.4018646515482388,0.234162399268706,0.15708024131941423,0.07672464742568401,0.13081862501080171,0.36846059902537553,0.8083474321845756,0.8376657683138252,1.3256202744018617,0.895052371865513,1.0257443085124283,0.658061390233631,0.45219570714884827
BG,Bulgaria,0.02,0.0002157930020502,0.0002319759733441,0.0002171013208968,0.0002808897867253,0.0003532032155675,0.0003577475849683,0.0003252809952233,0.000436587841344,0.0004373758364738,0.0003780562224101,0.0003101850055462,0.0002298212055172,0.0008800522828997437,0.000950104617366445,0.0008926641374162246,0.0011607872585431302,0.001457651508846538,0.0014765452456700105,0.001335757086848731,0.00179468487227194,0.0017894761645003499,0.0015447354383869428,0.0012694766506997292,0.0009419833203942044
CZ,Czechia,0.09,0.0549085669334518,0.0433749844968237,0.1096616366216521,0.1831576849112944,0.232626023707164,0.1319950211591685,0.0736417655314821,0.0033670306146621,0.0,0.0,0.0,0.0029984580456127,0.05768632255590345,0.04908934062152678,0.12689849076883564,0.2690575708973363,0.3523048772574693,0.20828471905487345,0.09012835570588404,0.004152008275338742,0.0,0.0,0.0,0.0028763003091405275
DE,Germany,0.1,0.3756044749620125,0.5052588113937455,0.346929117211732,0.32290596411126,0.4367376427136851,0.8512856202692671,0.9902067112821628,1.4312286803514491,0.7750371001865771,0.8002324602143673,0.5093883345273903,0.2789263741484956,0.44434724688106386,0.5579929159525314,0.5226789631975184,0.465005954607731,0.5891900501566691,1.1634708345003364,1.2629590723242976,1.595210000161595,0.8982644103526412,0.8533719270878976,0.5795690719491052,0.3821134280256223
EE,Estonia,0.35,1.1167218921128617,0.82580681578881,1.1895584204574146,1.8848722147740464,3.855085783449364,6.340721659527086,6.737462348838196,5.158646511135689,3.567079800413543,3.931070112466613,2.618473066597751,1.863255290414848,1.0972843101488243,0.8204610566056213,1.175184987363303,1.7282622594388288,3.7221707510440236,6.205222216657602,6.122647547272484,4.855381359650488,3.3990613250924784,3.904189280011906,2.608853214760212,1.7713948355241356
IE,Ireland,0.51,0.2577334309205871,0.2410646911874894,0.3156175682016331,0.5173543227066799,0.3754207999812951,0.3971956547741369,0.3724510005011038,0.6050734990413303,0.1739651858898933,0.3971304558000464,0.4116393458391321,0.2520848546295639,0.23747111199634344,0.2390117182596981,0.3091977146287485,0.4588947468344145,0.35004017630060874,0.348826463694825,0.3467464711280011,0.5955871155259019,0.17111995666934415,0.39266146274909863,0.39571807841660644,0.27962128411077075
GR,Greece,0.57,0.0494470342448626,0.018181728970429,0.0165429487781861,0.0152719300619432,0.0225657831136414,0.019796980586981,0.0482407771614923,0.067386620234486,0.173455013814864,0.1369426497795843,0.1084610142150832,0.0976747456378619,0.04689670735233744,0.018716256200222818,0.02191958734932882,0.02407041444356102,0.03062206476109818,0.03391546245846083,0.08784752370627975,0.10674949192466283,0.18197061291892386,0.1627738806098736,0.1405576296268738,0.12004178541963957
ES,Spain,0.27,0.2305429533386896,0.2384588828131517,0.1004344078360493,0.0875900103182499,0.0787404177297996,0.1325789590153423,0.219918200144099,0.3079227007559493,0.2828683694209029,0.3615723880669255,0.2662578033203591,0.2168151352162105,0.23668807267515507,0.27268306512179563,0.23318482180548325,0.2322102292811469,0.2664011197715471,0.30664057359008867,0.31644563912078544,0.32509427403352276,0.38449615967025763,0.4041817881677427,0.31250426777552087,0.21499194767145324
FR,France,0.11,0.1135856616374574,0.000181058170575,0.0008670174227586,0.0,0.0453395908034936,0.2815801861605143,0.3420004529365131,1.625802585974241,1.5420135453366353,1.1822966463986857,0.7115462505459905,0.3834880300898906,0.09132739082582995,2.393452524386938e-05,0.0012000119952046476,0.0,0.002409409568854932,0.1654019739763326,0.26603623685997413,1.205051602829821,1.2585504004686179,0.9055123896687346,0.4970381899261544,0.24515337562169645
IT,Italy,0.16,0.2347413683007768,0.1855127617027179,0.4113498016887862,1.1689635730386336,1.187598831541886,1.6444963345681336,1.1668547438819517,1.3449340843906612,1.0910994808400865,1.1974779647664204,0.8497247951746402,0.4109700913674655,0.3263011890482072,0.38483702338778697,0.4695923770066066,1.1745853246749085,1.1567761543629438,1.5438147670564424,1.1308089993112946,1.3124261415117715,1.164203782762411,1.1468360126649284,0.8125712640164269,0.39363713204100736
HU,Hungary,0.08,0.1483975747104576,0.1377493913307267,0.2198638721965595,0.420918009965594,0.6185370748554031,0.8877594281382536,0.7197830822794086,0.2370619643476664,0.2238585874291528,0.14344186128217,0.0820999484758645,0.0539860982760825,0.12434862848310928,0.11823187360028735,0.18691504916458088,0.25303823556578514,0.3627571918652194,0.6365386424571957,0.5939314725398694,0.1787265126865023,0.1982775917802333,0.1218737065858882,0.06338867017859898,0.04444209838476616
NL,Netherlands,0.21,0.1653616315104443,0.2518772110697327,0.1827697237098335,0.1703239952027506,0.2132082377117377,0.3169361341262127,0.3100419881483168,0.886202673925097,0.5397452903093678,0.7814226127914001,0.4298760045188058,0.1700194510327637,0.26923557498550804,0.2675887829685168,0.22835452646069054,0.2218701615708551,0.2398402746065737,0.4295561769339808,0.5169013643953142,0.8553822639049355,0.540689049487757,0.6995390873513326,0.3595809916177149,0.28096622726161563
AT,Austria,0.13,0.3563486961248021,0.0050619971830486,0.0032715883356825,0.040438111983515,0.2376693824475401,0.7120534764757338,1.085145547453186,1.7561509688429036,1.5310583647081188,1.1301977201275493,0.8708441375628483,0.5700720700459929,0.3672979300128951,0.015957589235603694,0.006416167337413032,0.0840719543560749,0.30805352860600765,0.7695591036802826,1.0652746670014621,1.6861698311006184,1.3619685898529423,1.068843174339084,0.786293110920766,0.5448962117128455
PT,Portugal,0.39,0.1811538167800357,0.0827859882102325,0.3004070412280663,0.3056738925558394,0.2778307088246175,0.3553576885040423,0.3297910358730705,0.4801207489419629,0.4729371498942408,0.3747548976162738,0.3106845204413586,0.3077148937149755,0.23288886250202168,0.505015826551773,0.32114139892319565,0.31659994101256417,0.2468577495440479,0.30215934675650463,0.39010626845398594,0.5686710836435943,0.43180797789309483,0.5054554113660239,0.5390641306770947,0.2795510184378942
RO,Romania,0.11,0.0129673628318873,0.0096629347846232,0.0132281239071978,0.0088711153238657,0.0254110792216559,0.0396709477581363,0.0576680031368224,0.0006870890339731,0.0,0.0,0.0,0.0024530527477328,0.014659891656402161,0.00765456333620705,0.009414062649698962,0.007486581288905766,0.03180806646486784,0.056421278651960345,0.05873623277935824,0.0024882792502317146,0.0,0.0,0.0,0.002430243724273263
SK,Slovakia,0.07,0.2249960045908859,0.061451331394416,0.0938753018945334,0.0973643277676857,0.1966071497233343,0.513928312202785,0.5907091797635378,0.3393695642882559,0.9078051951677034,0.426917224024516,0.2241343394183139,0.1413752510136305,0.23889053939925536,0.09193134469709151,0.14939516438510417,0.10685932443521734,0.17321221660578134,0.49859627575255877,0.534197122168663,0.2572935721412433,0.7487288632139455,0.3522637126181274,0.18227600151356177,0.13084764281296402
FI,Finland,0.06,0.1122417259368101,0.0134054803150252,0.0,0.0,0.0204399620859894,0.2690604820251627,0.4343965175840133,1.0247838178850237,0.4833850888719493,3.044013055455258,2.989584799821502,1.1936664058869524,0.013284467771509326,0.004463413191734752,0.0,0.0,0.0,0.0,0.01700517173406651,0.03198001750369776,0.07108668659686705,0.4384499948576876,0.5147586975869654,0.1279494373709108
GB,UK,0.31,0.4371517720424434,0.3512335910110277,0.4337367590077823,0.6613564292371836,0.6544652678620057,0.9406663110682556,0.7542733976828838,1.6680813850762706,1.0196033275670815,1.0978048276907668,0.9037879785402336,0.776251846785578,0.4045564858824605,0.31288555727323075,0.39865721953244815,0.6118513726543535,0.571917110874379,0.8297930443601733,0.6869100530991247,1.5423826524637332,0.9128780132595898,0.9969042129329917,0.8243074281067959,0.670227933087512
