x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,Country
2459.4000024593997,2035.1000020350998,1917.5842792102198,1657.130947624305,1200.85131079375,770.1477691607132,729.1381101341302,734.2030305583128,758.1846550614724,1052.0765403193168,1654.8898843573181,1694.6556350823955,2163.5153972813478,1807.1723608518246,1653.4849272793576,1420.9786225756604,1022.4659867657749,758.9746297058557,724.2254814692823,730.3208826357827,758.1846550614724,1052.0765403193168,1654.8898843573181,1694.6556350823955,Belgium
381.37999961862,347.3619996526381,374.7866303057581,288.86098452168164,228.74816699337327,217.84240258966145,242.96420106290358,182.920617576575,191.32727423264322,221.53371005522445,263.69414655183374,342.4403933454433,354.81490988099057,323.16643957753604,351.1428388513083,273.71116929735956,218.31006523185238,214.21654799582438,240.7630072714659,181.99870665863125,191.32727423264322,221.53371005522445,263.69414655183374,342.4403933454433,Bulgaria
1279.051001279051,1172.943001172943,1076.4268270150505,855.5195307342635,564.5359886143267,367.75220177003627,345.1251660542032,326.91163568456966,381.19282773242105,612.5454449934095,858.9223369859387,981.754027910272,1112.0197685117591,1019.7684090294198,949.8661037828873,768.4863147281137,513.4726944142778,361.53862512555156,342.13023507643356,324.81767314545925,381.19282773242105,612.5454449934095,858.9223369859387,981.754027910272,Czechia
394.533,375.47599999999994,310.82609873569044,249.93938273577675,209.28172105094927,147.29692305072007,127.90423657703003,148.61939668132794,155.0558747332203,198.99871499535178,251.39265394149635,325.2021078871407,377.81725972801706,359.5676747284433,299.3585044666918,242.3085607838138,204.06650131102285,144.91551394398346,126.85841289177367,147.74244236497006,155.0558747332203,198.99871499535178,251.39265394149635,325.2021078871407,Denmark
13130.666,11238.429999999998,9994.618482965088,8203.572070461272,6026.652208408221,3803.436433953738,3379.3817116257032,3240.122003739084,3758.4995673949998,6001.949523730499,9099.607203461786,10289.51354077124,11764.665970211809,10105.619792095837,8922.576862862645,7517.320843105612,5534.849029221191,3739.812216181288,3351.349413265325,3219.450052171345,3758.4995673949998,6001.949523730499,9099.607203461786,10289.51354077124,Germany
64.99999993499999,70.59999992939998,50.536461486953996,36.124307654736,22.675307668208994,32.5849578824679,29.065415112048335,36.62051676010891,38.807758194571505,37.26526947395698,45.20572114726054,53.32595424885763,61.5775746111354,72.93240059315667,50.2031478404893,42.50818127363416,36.35613826542328,32.368496344251895,28.954338189088336,36.52728599098692,38.807758194571505,37.26526947395698,45.20572114726054,53.32595424885763,Estonia
628.402,448.668,508.10001575000007,485.30797359999997,331.39839494999995,231.53985260047725,257.9146261367614,245.4903094370905,217.76678474712324,207.6118742851513,216.63443778106358,267.63583059507874,269.9689575234587,192.5957334253439,230.65991656654649,234.5408285149411,167.2667582818884,227.95593110047727,255.91435838676142,244.17829618709047,217.76678474712324,207.6118742851513,216.63443778106358,267.63583059507874,Greece
3419.0000034189998,2523.000002523,2762.83194728928,2525.87971625262,2184.7398982526997,1745.2631336290528,1770.588227739141,1726.568216905485,1901.9441971827885,1918.1670720633847,2454.411760849744,2407.767504607967,2417.5648709943603,1785.3921472837428,2011.8791413677025,1906.5780927288138,1701.8071389555746,1721.6961023100328,1759.582498531041,1718.861885061522,1901.9441971827885,1918.1670720633847,2454.411760849744,2407.767504607967,Spain
6068.591,4649.302,4470.9293212536095,3429.4306268037653,2434.880029249459,1433.2264634108315,1350.9013091951847,1170.4954114621803,1463.5126971187437,2461.9460802408635,4346.275718088493,4779.573499573327,5497.353929680358,4261.777069120384,4027.4889763709275,3140.659120466289,2182.968345522749,1411.148205262543,1341.1083075603558,1163.1732652547043,1463.5126971187437,2461.9460802408635,4346.275718088493,4779.573499573327,France
313.4,295.0,319.6704000000001,267.02808,178.79984,127.41352000000002,172.94328,170.258,165.76148,227.43352,299.68608,338.19536000000005,298.73287999999997,281.194,306.54912,257.93592,173.76836,125.15516000000001,171.29004,169.193,165.76148,227.43352,299.68608,338.19536000000005,Croatia
9823.000009823,7677.5000076775,7467.38947178994,5898.98487481778,3941.59365243615,3803.6030071966484,4425.547571533196,3638.537837696762,4725.208665667856,5171.898039089077,7002.5534800402365,8738.898378249585,8950.885202204927,7220.035459556507,6841.015808312601,5464.8920573062005,3449.766608551894,3730.649470411889,4382.759671960596,3612.7450564459914,4725.208665667856,5171.898039089077,7002.5534800402365,8738.898378249585,Italy
183.50899981649096,178.83299982116696,135.75141618032643,78.36126781616593,44.64587153427739,40.75728101153949,51.35576415880129,28.080932603216578,65.06083888179558,71.10475729675673,103.09585884346124,169.41791509240673,171.82237403735175,167.44416141018547,128.2537277654738,74.58785203008833,42.88607206203959,39.70821627576876,50.53202679117557,27.81513312986071,65.06083888179558,71.10475729675673,103.09585884346124,169.41791509240673,Latvia
321.1,273.0,226.16257500000003,213.7044,200.889,148.3402,136.012925,105.22587500000002,112.85726250000002,156.34531250000003,153.55515,225.04103750000004,308.93833750000005,262.660125,218.30616250000003,208.10763750000004,196.2735,146.53163750000004,135.274775,104.87162500000002,112.85726250000002,156.34531250000003,153.55515,225.04103750000004,Lithuania
101.416999898583,83.133999916866,81.3833395482463,67.63802215458419,56.587507350819905,35.23715663142951,35.22792403884615,32.00377181984808,37.835099962164904,58.50379438594065,77.58761658907906,79.41757214280466,97.47300545808255,79.90101103121009,78.71403881017486,65.7380777120397,55.3503888335385,34.67592774310185,34.958494409485944,31.7954777459823,37.835099962164904,58.50379438594065,77.58761658907906,79.41757214280466,Luxembourg
